북한규정번호,규정번호,고시번호,규정코드,주제어,내용,북한규정정렬순서,등록일시
1,459,1,국어의 로마자 표기법,"조선어 외래어 표기법(1956), 외국 자모에 의한 조선어 표기법 제3장 제20항","로마 자모로써 조선어를 표기함에 있어서는, 특수한 어음론적 변화가 없는 한, 조선어의 매개자모에 대하여 다음과 같이 조선어 자모를 대조시킨다. 조선어 자모 로마 자모 ㄱ k ㄴ n ㄷ t ㄹ r ㅁ m ㅂ p ㅅ s ㅇ ng ㅈ ts ㅊ tsh ㅋ kh ㅌ th ㅍ ph ㅎ h ㄲ kk ㄸ tt ㅃ pp ㅆ ss ㅉ tss",0,2019-01-14 15:14:00
1,465,1,국어의 로마자 표기법,"조선어 외래어 표기법(1956), 외국 자모에 의한 조선어 표기법 제3장 제22항","다음과 같은 경우에는 발음상 혼동을 피하기 위해서 련결부《-》를 붙인다.[i]앞의 음절이《o》으로 끝나고, 뒤 음절의 첫 소리가 모음인 경우 평양 Phŏng-yang(Phŏn-gyang이 아니다) 녕월 Nyŏng-wŏl(Nyŏn-gwŏl이 아니다) 광양 Kwang-yang(Kwan-gyang이 아니다)[ii]앞 음절의 끝 소리가 《ㄴ》으로 끝나고, 뒤 음절의 첫 소리가 《ㄱ》인 경우 한강 Han-gang(Hang-ang이 아니다) 만경대 Man-gyŏndai(Mang-yŏndai가 아니다)[iii]앞 음절의 끝소리가 《ㅇ》으로 끝나고, 뒤 음절의 첫 소리가 《ㄱ》인 경우 강경 kang-gyŏng(Kan-ggyŏng이 아니다) 강계 Kang-gye(Kan-ggye가 아니다)[iv]앞 음절의 끝소리가 《ㅏ》고, 뒤 음절의 첫소리가 《l》인 경우 (단모음 《ㅐ》를 대조해서 표기할 《ai》와 구별하기 위하여) 사이 sa-i(《새》의 《sai》와 구별한다) 나이 na-i(《내》의 《nai》와 구별한다)[v]앞 음절의 끝소리가 《ㅗ》고, 뒤 음절의 첫소리가 《l》인 경우 (단모음 《ㅚ》를 대조해서 표기할 《oi》와 구별하기 위하여) 모이 mo-i(《뫼》의 《moi》와 구별한다) 쪼이다 tsso-ida(《쬐다》의 《tssoida》와 구별한다)[vi]앞 음절의 끝소리가 《ㅡ》고, 뒤 음절의 첫소리가 《l》인 경우 (단모음 《ㅢ》를 대조해서 표기할 《ǔi》와 구별하기 위하여) 그이 kǔ-i (《긔》의 《kǔi》와 구별한다) 쓰이다 ssǔ-ida(《씌다》의 《ssǔida》와 구별한다)",1,2018-11-13 11:15:00
1,474,1,국어의 로마자 표기법,"조선어 외래어 표기법(1956), 외국 자모에 의한 조선어 표기법 제2장 제17항","조선 사람의 성명을 로씨야어 자모로 전사함에 있어서는, 성과 이름은 띄여 쓴다.리순신 Ри Сунсин 을지문덕 Ырччи Мундєк *Ыльччи Мундoк",1,2018-11-12 17:51:00
1,483,1,국어의 로마자 표기법,"조선어 외래어 표기법(1956), 외국 자모에 의한 조선어 표기법 제2장 제18항","조선의 지리적 고유 명사를 로씨야어 자모로 전사함에 있어서는 띄어 쓰지 않되, 《산, 강,……》등의 의의를 가진 로씨야어 단어를 그 앞에 놓는다.대동강 река Дайдонган *Дайдонгьганг 금강산 гора Кумгансан *Кумгангсан모란봉 гора Моранбон *Моранбонг",1,2018-11-12 17:51:00
1,489,1,국어의 로마자 표기법,"조선어 외래어 표기법(1956), 외국 자모에 의한 조선어 표기법 제2장 제9항","조선어를 외국어 자모로 표기함에 있어서 모음자와 함께 사용되나, 자기 고유의 음가를 가지고 있지 못하는, 기호《o》은 외국어 자모로 대조하여 표기하지 않는다.인천 Инчхен *Инчхŏн왜관 Вайгван원산 Венсан *Вŏнсан",1,2018-11-12 17:52:00
1,490,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제54항","무성 파렬음 《p,t,k》 또는 유성 파렬음 《b,d,g》 뒤에 자음이 오든가, 혹은 한 단어의 끝에 오면서, 파렬 현상이 완전한 것은, 각기 《ㅍ, ㅌ, ㅋ》 또는 《ㅂ, ㄷ, ㄱ》로 대조하되, 《프, 트, 크 》또는 《브, 드, 그》와 같이 모음자 《ㅡ》를 붙이여 표기한다.[i] 《p》의 경우 print[<span class=""mark2_eng"">p</span>rint] <span class=""mark2"">프</span>린트 present[<span class=""mark2_eng"">p</span>ri'zent] <span class=""mark2"">프</span>레젠트 poplar[pɔ<span class=""mark2_eng"">p</span>lə] <span class=""mark2"">포</span>플라 pipe[pai<span class=""mark2_eng"">p</span>] 파이<span class=""mark2"">프</span> stop watch[stɔ<span class=""mark2_eng"">p</span> wɔtʧ] 스토<span class=""mark2"">프</span> 워치 [ii] 《t》의 경우 strike[s<span class=""mark2_eng"">t</span>raik] 스<span class=""mark2"">트</span>라이크 truck[<span class=""mark2_eng"">t</span>rʌk] <span class=""mark2"">트</span>럭 socket[sɔki<span class=""mark2_eng"">t</span>] 소케<span class=""mark2"">트</span> robot['roubɔ<span class=""mark2_eng"">t</span>] 로보<span class=""mark2"">트</span> route[ruː<span class=""mark2_eng"">t</span>] 루<span class=""mark2"">트</span>[iii] 《k》의 경우 screen[s<span class=""mark2_eng"">k</span>riːn] 스<span class=""mark2"">크</span>린 milk[mil<span class=""mark2_eng"">k</span>] 밀<span class=""mark2"">크</span> cleaning['<span class=""mark2_eng"">k</span>liːniŋ] <span class=""mark2"">클</span>리닝 ink[iŋ<span class=""mark2_eng"">k</span>] 잉<span class=""mark2"">크</span> hock[hɔ<span class=""mark2_eng"">k</span>] 호<span class=""mark2"">크</span>",0,2019-02-27 09:41:00
1,491,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제54항","무성 파렬음 《p,t,k》 또는 유성 파렬음 《b,d,g》 뒤에 자음이 오든가, 혹은 한 단어의 끝에 오면서, 파렬 현상이 완전한 것은, 각기 《ㅍ, ㅌ, ㅋ》 또는 《ㅂ, ㄷ, ㄱ》로 대조하되, 《프, 트, 크》 또는 《브, 드, 그》와 같이 모음자 《ㅡ》를 붙이여 표기한다.[iv] 《b》의 경우 brandy['<span class=""mark2_eng"">b</span>rændi] <span class=""mark2"">브</span>란디 broker['<span class=""mark2_eng"">b</span>roukə] <span class=""mark2"">브</span>로카 double[dʌ<span class=""mark2_eng"">b</span>l] 떠<span class=""mark2"">블</span> cable-car[kei<span class=""mark2_eng"">b</span>l kɑː] 케<span class=""mark2"">블</span>카 brush[<span class=""mark2_eng"">b</span>rʌʃ] <span class=""mark2"">브</span>라쉬 [v] 《d》의 경우 record[ri'kɔː<span class=""mark2_eng"">d</span>] 레코<span class=""mark2"">드</span> side-car['sai<span class=""mark2_eng"">d</span>-kɑː] 싸이<span class=""mark2"">드</span>카 speed[spiː<span class=""mark2_eng"">d</span>] 스피<span class=""mark2"">드</span> stand[stæn<span class=""mark2_eng"">d</span>] 스탠<span class=""mark2"">드</span> dry ice[<span class=""mark2_eng"">d</span>rai ais] <span class=""mark2"">드</span>라이 아이스[vi] 《g》의 경우 glass[<span class=""mark2_eng"">g</span>lɑːs] <span class=""mark2"">글</span>라스 glider['<span class=""mark2_eng"">g</span>laidə] <span class=""mark2"">글</span>라이다 ground[<span class=""mark2_eng"">g</span>raund] <span class=""mark2"">그</span>라운드 leghorn['le<span class=""mark2_eng"">g</span>'hɔːn] 레<span class=""mark2"">그</span>혼 zigzag['zi<span class=""mark2_eng"">g</span>zæ<span class=""mark2_eng"">g</span>] 지<span class=""mark2"">그</span>자<span class=""mark2"">그</span>",1,2019-02-27 10:10:00
1,493,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제57항","파찰음이나 마찰음인 ≪ʦ, ʣ, f, ɵ, s, h, x, v, ð, z≫ 뒤에 자음이 오든가, 또는 이 음들이 어말에 오는 경우에는 각기 ≪ㅉ, ㅈ, ㅍ, ㅅ, ㅅ, ㅎ, ㅎ, ㅂ, ㅈ, ㅈ≫로 대조하되, ≪쯔, 즈, 프, 스, 스, 흐, 흐, 브, 즈, 즈≫와 같이 모음자 ≪ㅡ≫를 붙이여 표기한다. sports[spɔːts] 스포<span class=""mark2"">츠</span> Gabelenz[gaːbelents] (인명) 가벨렌<span class=""mark2"">츠</span>[ii] 《f》의 경우 shaft[ʃɑː<span class=""mark2_eng"">f</span>t] 샤<span class=""mark2"">프</span>트 knife[nai<span class=""mark2_eng"">f</span>] 나이<span class=""mark2"">프</span> staff[stɑː<span class=""mark2_eng"">f</span>] 스타<span class=""mark2"">프</span> left[le<span class=""mark2_eng"">f</span>t] 레<span class=""mark2"">프</span>트",0,2019-02-27 10:16:00
1,495,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제57항","파찰음이나 마찰음인 ≪ʦ, ʣ, f, ɵ, s, h, x, v, ð, z≫ 뒤에 자음이 오든가, 또는 이 음들이 어말에 오는 경우에는 각기 ≪ㅉ, ㅈ, ㅍ, ㅅ, ㅅ, ㅎ, ㅎ, ㅂ, ㅈ, ㅈ≫로 대조하되, ≪쯔, 즈, 프, 스, 스, 흐, 흐, 브, 즈, 즈≫와 같이 모음자 ≪ㅡ≫를 붙이여 표기한다. sports[spɔːts] 스포<span class=""mark2"">츠</span> Gabelenz[gaːbelents] (인명) 가벨렌<span class=""mark2"">츠</span>[ii] 《f》의 경우 shaft[ʃɑː<span class=""mark2"">f</span>t] 샤<span class=""mark2"">프</span>트 knife[nai<span class=""mark2"">f</span>] 나이<span class=""mark2"">프</span> staff[stɑː<span class=""mark2"">f</span>] 스타<span class=""mark2"">프</span> left[le<span class=""mark2"">f</span>t] 레<span class=""mark2"">프</span>트",0,2019-01-11 17:57:00
1,496,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제64항","비강 자음 ≪m, n, ŋ≫ 뒤에 자음이 오든가, 또는 이 자음들이 어말에 오는 경우에는, 각기 ≪ㅁ, ㄴ, ㅇ≫으로 대조하되, 앞 음절의 받침으로 적는다. stamp[stæ<span class=""mark2"">m</span>p] 스<span class=""mark2"">탬</span>프 steam[stiː<span class=""mark2_eng"">m</span>] 스<span class=""mark2"">팀</span> camp[kæ<span class=""mark2"">m</span>p] <span class=""mark2"">캠</span>프 print[pri<span class=""mark2"">n</span>t] 프<span class=""mark2"">린</span>트 rain-coat['rei<span class=""mark2"">n</span> kout] 레<span class=""mark2"">인</span>코트 slogan['slougə<span class=""mark2_eng"">n</span>] 슬로<span class=""mark2"">간</span> spelling[speli<span class=""mark2_eng"">ŋ</span>] 스펠<span class=""mark2"">링</span> stocking[stɔki<span class=""mark2_eng"">ŋ</span>] 스토<span class=""mark2"">킹</span> wing[wi<span class=""mark2_eng"">ŋ</span>] <span class=""mark2"">윙</span>",1,2019-02-27 10:18:00
1,497,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제66항","설측음 ≪l≫ 뒤에 자음이 오든가, 또는 설측음 ≪l≫가 어말에 오는 경우에는, ≪ㄹ≫로 대조하되, 앞 음절의 받침으로 적는다. helmet[he<span class=""mark2_eng"">l</span>mit] <span class=""mark2"">헬</span>메트 holding[hou<span class=""mark2_eng"">l</span>diŋ] <span class=""mark2"">홀</span>딩 building[bi<span class=""mark2_eng"">l</span>diŋ] <span class=""mark2"">빌</span>딩 high-heel[hai-hiː<span class=""mark2_eng"">l</span>] 하이<span class=""mark2"">힐</span> coil[kɔi<span class=""mark2_eng"">l</span>] 코<span class=""mark2"">일</span> scale[skei<span class=""mark2_eng"">l</span>] 스<span class=""mark2"">켈</span>",0,2019-02-27 10:20:00
1,498,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제77항","조선어 외래어 표기에 있어서 장음의 표시는 이를 따로 하지 않는다. sharp[ʃa<span class=""mark2_eng"">ː</span>p] 샤프 harp[ha<span class=""mark2_eng"">ː</span>p] 하프 high-heel[hai-hi<span class=""mark2_eng"">ː</span>l] 하이힐 circus['sə<span class=""mark2_eng"">ː</span>kəs] 사카스 spark[spɑ<span class=""mark2_eng"">ː</span>k] 스파크",1,2019-02-27 10:21:00
1,499,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제74항","이중 모음은 그에 해당하는 두 개의 조선어 모음 자모로, 삼중 모음은 그에 해당하는 세 개의 조선어 모음 자모로 대조하여 적되, ≪ou≫만은 하나의 모음 자모 ≪ㅗ≫로 대조하여 적고, 이 때의 발음을 길게 한다. [i] 이중 모음의 경우 glider['gl<span class=""mark2_eng"">a</span><span class=""mark2_eng"">i</span>də] 글<span class=""mark2"">라</span><span class=""mark2"">이</span>다 out[<span class=""mark2_eng"">a</span><span class=""mark2_eng"">u</span>t] <span class=""mark2"">아</span><span class=""mark2"">우</span>트 boy[b<span class=""mark2_eng"">ɔ</span><span class=""mark2_eng"">i</span>] <span class=""mark2"">뽀</span><span class=""mark2"">이</span>[ii] 삼중 모음의 경우 diamond['d<span class=""mark2_eng"">a</span><span class=""mark2_eng"">i</span><span class=""mark2_eng"">ə</span>mənd] <span class=""mark2"">다</span><span class=""mark2"">이</span><span class=""mark2"">아</span>몬드 hire[h<span class=""mark2_eng"">a</span><span class=""mark2_eng"">i</span><span class=""mark2_eng"">ə</span>] 하<span class=""mark2"">이</span><span class=""mark2"">야</span> [iii] 《ou》의 경우 hotel[h<span class=""mark2_eng"">o</span><span class=""mark2_eng"">u</span>'tel] <span class=""mark2"">호</span>텔 note[n<span class=""mark2_eng"">o</span><span class=""mark2_eng"">u</span>t] <span class=""mark2"">노</span>트 soga['s<span class=""mark2_eng"">o</span><span class=""mark2_eng"">u</span>fə] <span class=""mark2"">쏘</span>파 show-window['ʃ<span class=""mark2_eng"">o</span><span class=""mark2_eng"">u</span> wind<span class=""mark2_eng"">o</span><span class=""mark2_eng"">u</span>] <span class=""mark2"">쇼</span>윈<span class=""mark2"">도</span> over['<span class=""mark2_eng"">o</span><span class=""mark2_eng"">u</span>və] <span class=""mark2"">오</span>바",1,2019-02-27 10:48:00
1,500,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제61항","반모음 ≪j, w≫ 뒤에 모음이 와서, 그것들이 합쳐서 한 음절을 형성하는 경우에는 각기 다음과 같이 뒤의 모음과 한 음절을 형성하도록 한다. ja … ㅑ jə … ㅕ je … ㅖ jo … ㅛ ju … ㅠ ji … ㅣ wa … ㅘ wə … ㅝ we … ㅞ wo … ㅝ wu … ㅜ wi … ㅟ[ⅰ] ≪j≫의 경우 yacht[<span class=""mark2_eng"">j</span>ɔt] <span class=""mark2"">요</span>트 revue[ri'v<span class=""mark2_eng"">j</span>uː] <span class=""mark2"">레</span>뷰 yard[<span class=""mark2_eng"">j</span>aːd] <span class=""mark2"">야</span>드 yes[<span class=""mark2_eng"">j</span>es] <span class=""mark2"">예</span>스 uniform['<span class=""mark2_eng"">j</span>uːnifɔm] <span class=""mark2"">유</span>니폼[ⅱ] ≪w≫의 경우 show-window['ʃou <span class=""mark2_eng"">w</span>indou] 쇼우<span class=""mark2"">윈</span>도 wing[<span class=""mark2_eng"">w</span>iŋ] <span class=""mark2"">윙</span> stop watch[stɔp <span class=""mark2_eng"">w</span>ɔʧ] 스토프 <span class=""mark2"">워</span>치 switch[s<span class=""mark_eng2"">w</span>iʧ] 스<span class=""mark2"">위</span>치 whiskey['<span class=""mark2_eng"">w</span>iski] <span class=""mark2"">위</span>스키",1,2019-03-04 15:41:00
1,502,1,외래어 표기법,"조선어 외래어 표기법(1956), 제1장 제4항","외국의 지명, 인명 등 고유 명사와 민족적 특성과 관련된 단어들은 가능한 한 그 언어의 어음론적 및 표기법적 특성에 의거한다.",1,2019-01-14 15:05:00
1,503,1,외래어 표기법,"조선어 외래어 표기법(1956), 제1장 제4항","어원론적으로 볼 적에 매개 외래어는 보통 복잡한 경로를 밟아서, 조선어 어휘 구성 속에 들어온다. 따라서 매개 외래어의 어음 구성과 그의 표기법을 확정함에 있어서는, 어원론적으로 가장 오랜 원어의 형태에로 소급할 것이 아니라, 해당 외래어가 조선어 어휘 구성 속에 들어오게 되는 구체적인 력사적 환경에 의하여 결정되여야 한다. 즉, 조선 인민이 해당 외래어를 받아들인 그 인민의 언어의 어음론적 및 표기법적 특성에 의거하여, 그의 어음 구성 및 표기법을 고착시키는 것을 원칙으로 삼는다.",1,2019-01-14 15:05:00
1,508,1,외래어 표기법,"조선어 외래어 표기법(1956), 제1장 제5항","따라서, 중국어 및 일본어로부터 유래하는 외래어는, 한자를 매개해서 표기할 것이 아니라, 그의 어음론적 특성을 통해서 표기하는 것이 원칙이다. 일본어로부터 유래하는 외래어는 가급적 표음 문자인 일본 가나 문자를 매개로 해서 표기한다.",1,2019-01-14 15:05:00
1,509,1,외래어 표기법,"조선어 외래어 표기법(1956), 제1장 제5항","한자를 서사적 기호로 사용하는 한에 있어서 조선어, 중국어 및 일본어의 어휘 구성 가운데는 동일하게 표기되는 단어들이 많이 있을 수 있다. 그러나, 그의 어음론적 특성으로 볼 적에는 각기 이질적인 단어들로 된다. 중국에서는 현재 한자가 유일한 서사적 수단으로 되어 있고, 표음 문자가 아직 사용되여 있지 않는 사실과, 조선 인민의 서사 생활에서 한자가 노는 특수한 역할을 고려하여, 중국어로부터 유래하는 외래어 중 이미 굳어진 것은 한자를 매개해서, 즉 한자에 대한 조선어적 발음으로써 표기한다.",1,2019-01-14 15:06:00
1,525,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제19항","무성 파찰음, 무성 마찰음 및 유성 마찰음을 표시하는 자모 《ц ф, с, х, з》 뒤에 자음자가 오든가, 또는 자모 《ц ф, с, х, з》가 어말에 오는 경우에는 각기 《ㅉ, ㅍ, ㅆ, ㅈ》로 대조하되, 《쯔, 프, 쓰, 흐, 즈》와 같이 모음자 《ㅡ》를 붙이여 표기한다. [ii] 자모 《ф》의 경우 пам<span class=""mark2"">ф</span>лет 빰<span class=""mark2"">플</span>레트 Иосси<span class=""mark2"">ф</span>(인명) 이오씨<span class=""mark2"">프</span> <span class=""mark2"">ф</span>ракция <span class=""mark2"">프</span>락찌야 <span class=""mark2"">ф</span>ланнер <span class=""mark2"">플</span>란네르",1,2019-01-18 15:07:00
1,526,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제23항","상악음을 표시하는 자모 《ч, щ, ш, ж》 뒤에 자음이 오든가, 또는 자모《ч, щ, ш, ж》가 어말에 오는 경우에는 각기 《치, 쒸, 슈, 쥬》와 같이 모음자 《l》,《ㅟ》,《ㅠ》를 붙이여 표기한다.[iv] 자모《ж》의 경우 сабота<span class=""mark2_eng"">ж</span> 싸보따<span class=""mark2"">쥬</span> репорта<span class=""mark2_eng"">ж</span> 레뽀르따<span class=""mark2"">쥬</span> монта<span class=""mark2_eng"">ж</span> 몬따<span class=""mark2"">쥬</span> <span class=""mark2_eng"">Ж</span>данов <span class=""mark2"">쥬</span>다노브",1,2019-03-04 15:44:00
1,529,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제27항","설측음을 표시하는 자모 《л》가 어두에 오고, 그 뒤에 모음이 후속되여, 그것들이 합쳐서 한 음절을 이루는 경우에는 《ㄹ》로 대조하되, 뒤의 모음과 한 음절을 형성하여, 그의 첫소리가 되도록 표기한다. <span class=""mark2_eng"">Л</span>атвия(지명) <span class=""mark2"">라</span>트비야 <span class=""mark2_eng"">л</span>юмпен <span class=""mark2"">룸</span>뻰 <span class=""mark2_eng"">л</span>ама <span class=""mark2"">라</span>마 <span class=""mark2_eng"">Л</span>енин <span class=""mark2"">레</span>닌 <span class=""mark2_eng"">л</span>арёк <span class=""mark2"">라</span>료크",0,2019-03-04 15:45:00
1,531,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제26항","비강 자음을 표시하는 자모 《м, н》 뒤에 자음자가 오든가, 또는 《м, н》가 어말에 오는 경우에는, 각기 《ㅁ, ㄴ》으로 대조하되, 앞 음절의 받침으로 적는다. бе<span class=""mark2_eng"">н</span>зол 벤<span class=""mark2"">졸</span> проце<span class=""mark2_eng"">н</span>т 쁘로<span class=""mark2"">쩬</span>트 ка<span class=""mark2_eng"">н</span>дидат <span class=""mark2"">깐</span>지다트 кале<span class=""mark2_eng"">н</span>дарь 깔<span class=""mark2"">렌</span>다리 пла<span class=""mark2_eng"">н</span> 쁠<span class=""mark2"">란</span> филь<span class=""mark2_eng"">м</span> 필<span class=""mark2"">름</span> ка<span class=""mark2_eng"">м</span>пания <span class=""mark2"">깜</span>빠니야 ко<span class=""mark2_eng"">м</span>байн <span class=""mark2"">꼼</span>바인 ко<span class=""mark2_eng"">м</span>бинат <span class=""mark2"">꼼</span>비나트 ко<span class=""mark2_eng"">м</span>сомол 꼼쏘<span class=""mark2"">몰</span>",1,2019-03-04 16:12:00
1,535,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제39항","연모음을 표시하는 자모 《e》는 그것이 나타나는 위치와 조건에 따라, 《ㅔ》 혹은 《ㅖ》로 대조하여 표기한다.[i] 자모 《e》를 《ㅔ》로 대조하여 표기하는 경우연모음을 표기하는 자모 《e》가 자음 뒤에 나타나는 경우에는 《ㅔ》로 대조하여 표기한다. ц<span class=""mark2_eng"">е</span>х <span class=""mark2"">쩨</span>흐 м<span class=""mark2_eng"">е</span>гафон <span class=""mark2"">메</span>가폰 г<span class=""mark_2_eng"">е</span>рой <span class=""mark2"">게</span>로이 …[ii] 자모 《e》를 《ㅖ》로 대조하여 표기하는 경우연모음을 표시하는 자모 《e》가 한 단어의 어두에, 혹은 모음 뒤에 나타나는 경우에는 《ㅖ》로 대조하여 표기한다. <span class=""mark2_eng"">Е</span>нией <span class=""mark2"">예</span>니쎄이 Ки<span class=""mark2_eng"">е</span>в 끼<span class=""mark2"">예</span>브",1,2019-03-04 16:14:00
1,537,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제32항","연자음 부호 《ь》는 《l》로 대조하여 표기한다. степ<span class=""mark2_eng"">ь</span> 쓰쩨<span class=""mark2"">삐</span> календар<span class=""mark2_eng"">ь</span> 깔렌다<span class=""mark2"">리</span> Гогол<span class=""mark2_eng"">ь</span>(인명) 고골<span class=""mark2"">리</span> рубл<span class=""mark2_eng"">ь</span> 루블<span class=""mark2"">리</span> Гор<span class=""mark2_eng"">ь</span>кий(인명) 고<span class=""mark2"">리</span>끼[부기1] 한 단어 가운데서 설측음을 나타내는 자모《л》 또는 비강 자음을 나타내는 자모 《н》뒤에 연자음 부호《ь》가 오는 경우에는 이를 조선어 자모로써 대조하여 표기하지 않는다. бол<span class=""mark2_eng"">ь</span>шевик 볼쉐비크 бол<span class=""mark2_eng"">ь</span>шевизм 볼쉐비즘 мен<span class=""mark2_eng"">ь</span>шевик 멘쉐비크 мен<span class=""mark2_eng"">ь</span>шевизм 멘쉐비즘 [부기2] 외래어인 로씨야어의 경우에는 설측음을 나타내는 모든 자모 뒤에 오는 연자음 부호 《ь》는 이를 조선어 자모로써 대조하여 표기하지 않는다. консультант 꼰쭐딴트 консультация 꼰쭐따찌야 фильм 필름 Брюссель(지명) 브류쎌 стиль 쓰찔",1,2019-03-04 16:15:00
1,540,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제47항","파렬 치자음 《т, д》와 마찰 치자음 《с,ж》와의 결합 자음인 《тс, дж》의 표기에 대해서는 각기 《ц,ж》에 대한 규정을 그냥 적용한다. [ii] 결합 자모 《дж》의 경우 Азербай<span class=""mark2_eng"">д</span><span class=""mark2_eng"">ж</span>ан(지명) 아제르바이<span class=""mark2"">쟌</span> А<span class=""mark2_eng"">д</span><span class=""mark2_eng"">ж</span>ария(지명) 아<span class=""mark2"">쟈</span>리야 <span class=""mark2_eng"">д</span><span class=""mark2_eng"">ж</span>аз <span class=""mark2"">쟈</span>즈 <span class=""mark2_eng"">Д</span><span class=""mark2_eng"">ж</span>он-Буль <span class=""mark2"">죤</span> 불",1,2019-03-04 16:42:00
1,716,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 총칙","조선말의 문장부호는 문장들, 문장안의 각 단위들을 뜻과 기능에 따라 갈라주기 위하여 친다.",1,2018-11-21 14:55:00
1,718,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제2항",제2항. 점( . )1) 문장(감탄문과 의문문 제외)이 끝났을 때 문장끝의 오른편 아래쪽에 친다.(이 부호의 이름을 ≪끝점≫이라 할수 있다.) 례: 우리 시대는 위대한 주체시대이다.,1,2019-01-21 09:04:00
1,719,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제2항","2) 략자나 줄임말임을 보여주기 위해 친다.(1) 년, 월, 일이나 이름을 줄인 경우에는 그 수나 글자의 오른편 아래쪽에 치는것을 원칙으로 한다. 례: 2000. 10. 10. 2007. 9. 2009. 2001-2010. 아. 엔. 똘스또이",1,2018-11-22 07:59:00
1,720,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제2항 2)","2) 략자나 줄임말임을 보여주기 위해 친다.(2) 략자나 달과 날의 수자가 합쳐져 명사화되였거나 그뒤에 자립적인 단어가 올 때에는 그 말마디의 사이에 친다. 례: - 《ㅌ, ㄷ》 - 4.25축구팀 민족최대의 명절 4.15 9.9절[참고] 과학기술부문에서 생겨나는 준말사이에는 점을 치지 않는다. 례: DNA (데핵산) DVD (디브이디)",1,2019-01-16 16:09:00
1,721,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제2항","3) 대목이나 장, 절과 같은 단계를 구분하는 경우에 친다. 1. 1) ⑵ ④와 같은 단계를 보여줄 때 친다. 례: - 제1장. 제1절. 제1조. 제6항. - I. 1. ㄱ. 례: 과. 목. 강.[참고] 반괄호나 동그라미가 있는 경우에는 치지 않는다. 례: 1) ②다음과 같은 경우에도 점을 치지 않는다. 례: 도표 1 - 2 그림 2 - 1 1-씨, 2-잎, 3-꽃",1,2019-01-16 16:12:00
1,724,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제5항",제5항. 물음표(?)1) 물음을 나타내는 문장의 끝에 친다. 례: - 혁명과 건설에서 청년들이 하여야 할 임무는 무엇인가? - 차는 몇시에 떠났어?,1,2019-01-21 09:05:00
1,725,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제5항",2) 의심쩍거나 망설이게 됨을 나타낼 때 친다. 례: - 박선생이 왔다? - 어떻게 할가? 이것도 가져간다?【붙임】 수사학적물음으로 된 문장이 끝났을 때에는 점을 치는것을 원칙으로 한다. 례: 동무가 그래서 되겠는가. 대오의 앞장에 서야 할 동무가 말이요.,1,2019-01-16 16:25:00
1,728,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제6항","제6항. 느낌표(!)1) 느낌을 나타내는 문장끝에 친다. 례: - 여기에 한 당원의 기록장이 있다! - 아, 금강산은 참말 아름답구나!",1,2019-01-21 09:05:00
1,729,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제6항","2) 부름말, 느낌말, 제시어 등이 감동적어조를 가지고있을 때 그뒤에 친다. 례: - 동무들! 우리의 생활이 행복할수록 피눈물나던 지난날을 잊지 맙시다. - 백두산! 너는 혁명의 뿌리가 내린 조종의 산, 조선의 넋이여라.",1,2019-01-16 16:30:00
1,731,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제6항","2) 부름말, 느낌말, 제시어 등이 감동적어조를 가지고있을 때 그뒤에 친다. 례: - 동무들! 우리의 생활이 행복할수록 피눈물나던 지난날을 잊지 맙시다. - 백두산! 너는 혁명의 뿌리가 내린 조종의 산, 조선의 넋이여라.",1,2019-01-16 16:31:00
