북한규정번호,규정번호,고시번호,규정코드,주제어,내용,북한규정정렬순서,등록일시
2,495,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제58항","상악음 ≪ʃ, ʧ, ʒ, ʤ, ɲ, ҫ≫ 뒤에 모음이 와서, 그것들이 합쳐서 한 음절을 형성하는 경우에는 각기 다음과 같이 뒤의 모음과 한 음절을 형성하도록 표기한다. ʧa … 챠 ʧə … 쳐 ʧe … 체 ʧo … 쵸 ʧu … 츄 ʧi … 치 ʧy … 츄 ʧoe … 최 … ʤa … 쟈 ʤə … 져 ʤe … 제 ʤo … 죠 ʤu … 쥬 ʤi … 지 ʤy … 쥬 ʤœ … 죄",1,2019-01-11 17:57:00
2,497,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제67항","설측음 ≪l≫ 뒤에 모음이 따르는 경우에는 ≪ㄹㄹ≫와 같이, 조선어 자모 ≪ㄹ≫의 두 자로써 대조하여 표기하되, 그 중 한 자는 앞 음절의 받침으로, 다른 한 자는 뒷 음절의 첫소리로 적는다. [ⅰ] 설측음 《l》 앞에도 모음이 오는 경우 salary['sæ<span class=""mark2_eng"">l</span>əri] <span class=""mark2"">샐라</span>리 spelling[spe<span class=""mark2_eng"">l</span>iŋ] 스<span class=""mark2"">펠링</span> collotype['kɔ<span class=""mark2_eng"">l</span>otaip] <span class=""mark2"">콜로</span>타이프 melon['me<span class=""mark2_eng"">l</span>ən] <span class=""mark2"">멜론</span> milling[mi<span class=""mark2_eng"">l</span>iŋ] <span class=""mark2"">밀링</span> [ⅱ] 설측음 ≪l≫ 앞에 자음이 오는 경우에는, 그 자음에 모음자 ≪ㅡ≫를 붙이여 표기하되, 조선어 자모 ≪ㄹㄹ≫의 표기에 관한 규칙은 본 조항 [ⅰ] 에서와 동일하다. slate[s<span class=""mark2_eng"">l</span>eit] <span class=""mark2"">슬레</span>트 slogan[s<span class=""mark2_eng"">l</span>ougən] <span class=""mark2"">슬로</span>간 slipper[s<span class=""mark2_eng"">l</span>ipə] <span class=""mark2"">슬리</span>파 glider['g<span class=""mark2_eng"">l</span>aidə] <span class=""mark2"">글라</span>이다 glove[g<span class=""mark2_eng"">l</span>ʌv] <span class=""mark2"">글럽</span>",1,2019-02-27 10:20:00
2,529,1,외래어 표기법,"조선어 외래어 표기법(1956), 제2장 제28항","설측음을 표시하는 자모 《л》 뒤에 자음자가 오든가, 또는 자모 《л》가 어말에 오는 경우에는 《ㄹ》로 대조하되, 앞 음절의 받침으로 적는다. ко<span class=""mark2_eng"">л</span>хоз <span class=""mark2"">꼴</span>호즈 комсомо<span class=""mark2_eng"">л</span>ка 꼼쏘<span class=""mark2"">몰</span>까 Ба<span class=""mark_eng2"">л</span>тик(지명) <span class=""mark2"">발</span>찍 бензо<span class=""mark2_eng"">л</span> 벤<span class=""mark2"">졸</span> комсомо<span class=""mark2_eng"">л</span> 꼼쏘<span class=""mark2"">몰</span> мотоцик<span class=""mark2_eng"">л</span> 모또찌<span class=""mark2"">끌</span>",1,2019-03-04 15:45:00
2,796,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제8항",제8항. 풀이표(―)3) 《에서―까지》의 뜻을 나타내기 위하여 친다. 례: 평양―신의주 6.25―7.27미제반대투쟁의 날,1,2019-04-12 14:59:00
3,242,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제6장 제23항","모음으로 된 뒤붙이가 말뿌리와 어울릴 때에는 다음과 같이 갈라 적는다.1) 말뿌리와 뒤붙이를 밝혀 적는 경우 (3) 동사의 상을 나타내거나 형용사를 동사로 만드는 ≪이≫, ≪우≫, ≪으키≫, ≪이키≫, ≪애≫ 례: 높이다, 놓이다, 먹이다, 쌓이다, 돋우다, 일으키다, 들이키다, 없애다2) 말뿌리와 뒤붙이를 밝혀 적지 않는 경우(3) 뒤붙이 ≪앟, 엏≫ 또는 ≪업≫, ≪읍≫이 붙어서 이루어진 형용사 례: 가맣다, 발갛다, 파랗다, 싸느랗다, 누렇다, 둥그렇다 례: 간지럽다, 미덥다, 부드럽다, 시끄럽다, 징그럽다, 어지럽다, 우습다",2,2019-04-08 16:24:00
3,247,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제5장 제18항","앞붙이와 말뿌리가 어울릴 때에는 각각 그 본래형태를 밝혀 적는것을 원칙으로 한다. 례: - 갖풀, 덧신, 뒤일, 맏누이, 선웃음, 참외, 햇가지, 아래집, 웃집, 옛말 - 빗보다, 싯허옇다, 짓밟다, 헛디디다",2,2019-04-08 16:29:00
3,398,2,표준어 규정,"조선말규범집(2010), 문화어발음법 제1장 제2항","《ㅢ》는 겹모음으로 발음하는것을 원칙으로 한다. 례: 의리, 의무, 의사, 의탁, 의롭다, 의젓하다, 의존하다, 의지하다[붙임]1) 자음과 결합될 때와 단어의 가운데나 끝에 있는 《ㅢ》는 [ㅣ]로 발음함을 허용한다. 례: - 희망[희망/히망], 띄우다[띠우다], 씌우다[씨우다] - 결의문[겨릐문/겨리문], 정의[정이], 의의[의이], 회의[회의/회이]2) 속격토로 쓰인 경우 일부 [ㅔ]와 비슷하게 발음함을 허용한다. 례: 혁명의 북소리[형명에 북쏘리] 우리의 집은 당의 품[우리에 지븐 당에 품]",2,2019-04-12 15:30:00
3,405,2,표준어 규정,"조선말규범집(2010), 문화어발음법 제7장 제18항","토나 뒤붙이의 첫머리에 온 순한소리는 말줄기의 끝받침 《ㅎ, ㄶ, ㅀ》뒤에서 거센소리로 발음한다. 례: - 좋다[조타], 좋고[조코], 좋지[조치] - 많다[만타], 많고[만코], 많지[만치] - 옳다[올타], 옳고[올코], 옳지[올치]",2,2019-01-18 13:38:00
3,433,1,외래어 표기법,고친 외래어 표기(1984) 고친 원칙,ㄱ. 널리 쓰이여 굳어진 외래어는 그 나라 발음에는 관계없이 굳어진대로 적는다. ○ 뻐스 × 버스 ○ 콘베아 × 컨베이어ㄴ. 원어발음대로 적으면 지나치게 까다롭거나 그 뜻을 리해하기 어려운것은 대중이 발음하기 쉽게 일부 표기를 조절한다. ○ 글라디올라스 × 글래디오울러스ㄷ. 한가지 외래어가 두가지로 발음되면서 그 뜻이 각각 다르게 된것은 지금대로 둔다. ○ 고무 ○ 껌ㄹ. 줄인 말이 널리 쓰이는것은 그대로 쓴다. 파마(←파아마넨트 웨이브),2,2019-02-26 18:02:00
3,493,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제59항","상악음 ≪ʧ, ʒ, ʤ, ҫ≫ 뒤에 자음이 오든가, 또는 이 음들이 어말에 오는 경우에는 각기 ≪치, 지, 지, 히≫와 같이 모음자 ≪ㅣ≫를 붙이여 표기한다. switch[swi<span class=""mark2_eng"">ʧ</span>] 스위<span class=""mark2"">치</span> lunch[lʌn<span class=""mark2_eng"">ʧ</span>] 런<span class=""mark2"">치</span> … stage[stei<span class=""mark2"">ʤ</span>] 스테<span class=""mark2"">지</span> sausage['sɔsi<span class=""mark2"">ʤ</span>] 쏘세<span class=""mark2"">지</span> massage[mesi<span class=""mark2"">ʤ</span>] 메쎄<span class=""mark2"">지</span>",2,2019-02-27 10:16:00
3,495,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제59항","상악음 ≪ʧ, ʒ, ʤ, ҫ≫ 뒤에 자음이 오든가, 또는 이 음들이 어말에 오는 경우에는 각기 ≪치, 지, 지, 히≫와 같이 모음자 ≪ㅣ≫를 붙이여 표기한다. switch[swi<span class=""mark2"">ʧ</span>] 스위<span class=""mark2"">치</span> lunch[lʌn<span class=""mark2"">ʧ</span>] 런<span class=""mark2"">치</span> … stage[stei<span class=""mark2"">ʤ</span>] 스테<span class=""mark2"">지</span> sausage['sɔsi<span class=""mark2"">ʤ</span>] 쏘세<span class=""mark2"">지</span> massage[mesi<span class=""mark2"">ʤ</span>] 메쎄<span class=""mark2"">지</span>",2,2019-01-11 17:57:00
4,405,2,표준어 규정,"조선말규범집(2010), 문화어발음법 제7장 제19항","한 단어안에서 받침 《ㄱ, ㄷ, ㅂ, ㅈ》이나 《ㄵ, ㄺ, ㄼ》뒤에 《ㅎ》이 올 때 그 《ㅎ》은 각각 [ㅋ, ㅌ, ㅍ, ㅊ]으로 발음한다. 례: - 먹히다[머키다], 특히[트키], 딱하다[따카다], 역할[여칼], 맏형[마텽], 잡히다[자피다], 맺히다[매치다], 꽂히[꼬치다] - 앉혔다[안쳗따], 얹히다[언치다], 밝혔다[발켣따], 밝히다[발키다], 넓혔다[널펻따], 밟히다[발피다]",3,2019-01-18 13:38:00
4,493,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제60항","상악음 ≪ɲ≫의 뒤에 자음이 오든가, 또는 이음이 어말에 오는 경우에는 ≪뉴≫로 대조하여 표기하고, 상악음 ≪ʃ≫의 뒤에 자음이 오는 경우에는 ≪슈≫, 이 음이 어말에 오는 경우에는 ≪쉬≫로 대조하여 표기한다. [ii] ≪ʃ≫의 경우(ㄱ) ≪슈≫로 표기할 경우 Einstein[ain<span class=""mark2_eng"">ʃ</span>tain](인명) 아인<span class=""mark2"">슈</span>타인 shrub[<span class=""mark2_eng"">ʃ</span>rʌb](영) <span class=""mark2"">슈</span>러브(ㄴ) ≪쉬≫로 표기할 경우 gouache(gu‘ɑː<span class=""mark2_eng"">ʃ</span>) 구아<span class=""mark2"">쉬</span> brush[brʌ<span class=""mark2_eng"">ʃ</span>] 브라<span class=""mark2"">쉬</span>",3,2019-02-27 10:16:00
5,405,2,표준어 규정,"조선말규범집(2010), 문화어발음법 제10장 제28항","말줄기끝의 《ㅎ》은 모음으로 시작된 토나 뒤붙이앞에서 발음하지 않는다. 례: 낳아[나아], 낳으니[나으니] 닿아[다아], 많아[만아→마나] 싫어[실어→시러]",4,2019-01-18 13:38:00
6,405,2,표준어 규정,"조선말규범집(2010), 문화어발음법 제10장 제30항","둘받침 《ㅀ》으로 끝나는 말줄기에 《ㄴ》으로 시작되는 토가 이어질 때 《ㅎ》은 받침소리로 내지 않는다. 례: 옳네[올레], 싫네[실레], 곯느니라[골르니라][붙임]《ㄶ》으로 끝나는 말줄기에 《ㄴ》으로 시작되는 토가 이어질 때의 《ㅎ》도 받침소리로 내지 않는다. 례: [제8항 6조 참조]",5,2019-01-18 13:38:00
