용례번호,규정코드,외래어구분,대분류구분,중분류구분,한글표기,원어표기,로마자표기,국명,언어명,이표기1,이표기2,이표기3,오표기1,오표기2,오표기3,오표기4,오표기5,의미,출전,노출여부,등록일시,수정일시 
55689,외래어 표기법,일반 용어,,,스크루컨베이어,screw conveyer,,,,,,,스크류컨베이어,스크루콘베이어,스크류콘베이어,스크루컨베이아,스크류컨베이아,『기1』 반원통 속에서 나선 모양의 날개가 달린 축이 돌면서 물건을 나르는 컨베이어.,표준국어대사전,Y,2022-02-23 14:45:00,
55690,외래어 표기법,일반 용어,,,스크루 잭,screw jack,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55691,외래어 표기법,일반 용어,,,스크루킥,screw kick,,,,,,,스크류킥,스크루킼,스크류킼,,,"『운』 럭비에서, 공이 용수철 모양으로 돌면서 날도록 차는 일.",표준국어대사전,Y,2022-02-23 14:45:00,
55692,외래어 표기법,일반 용어,,,스크루 프로펠러,screw propeller,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55693,외래어 표기법,일반 용어,,,스크루펌프,screw pump,,,,,,,스크류펌프,,,,,『기1』 ①=나선 양수기. ②회전축 둘레에 나사 모양의 날개를 단 펌프.,표준국어대사전,Y,2022-02-23 14:45:00,
55694,외래어 표기법,일반 용어,,,스크루드라이버,screwdriver,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55695,외래어 표기법,일반 용어,,,스크라이버,scriber,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55696,외래어 표기법,일반 용어,,,스크라이빙,scribing,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55697,외래어 표기법,일반 용어,,,스크라이빙블록,scribing block,,,,,,,스크라이빙블럭,,,,,『기1』 정반 위에서 공작물에 금을 긋거나 중심을 낼 때 쓰는 공구.,표준국어대사전,Y,2022-02-23 14:45:00,
55698,외래어 표기법,일반 용어,,,스크리미지,scrimmage,,,,,,,스크리메지,,,,,「명」『운』미식축구의 통상적인 플레이.,표준국어대사전,Y,2022-02-23 14:45:00,
55699,외래어 표기법,일반 용어,,,스크림프 레일,scrimp rail,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55700,외래어 표기법,일반 용어,,,스크립,scrip,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55701,외래어 표기법,일반 용어,,,스크롤 척,scroll chuck,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55702,외래어 표기법,일반 용어,,,스크러버,scrubber,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55703,외래어 표기법,일반 용어,,,스크럼,scrum,,,,,,,스크름,스크렘,스크람,,,"「명」①여럿이 팔을 바싹 끼고 횡대를 이루는 것. ②『운』미식축구나 럭비에서, 쌍방의 팀에서 세 명 이상의 선수가 공을 에워싸고 서로 어깨를 맞대어 버티는 공격 태세. 반칙이 있을 때 심판의 명령에 따라 짜는 것으로, 쌍방의 전위로써 짜는 세트 스크럼과 편을 가리지 않고 짜는 루스 스크럼의 두 가지가 있다.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55704,외래어 표기법,일반 용어,,,스크럼하프,scrum half,,,,,,,스크럼해프,,,,,"『운』 럭비에서, 공을 스크럼 속으로 넣는 하프백.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55705,외래어 표기법,일반 용어,,,스크럼트라이,scrum try,,,,,,,스크럼츄라이,,,,,"『운』 럭비에서, 스크럼 속에 공을 넣은 채로 상대편의 골로 밀고 들어가서 그라운딩을 하는 트라이.",표준국어대사전,Y,2022-02-23 14:45:00,
55706,외래어 표기법,일반 용어,,,스크러미지,scrummage,,,,,,,스크러메지,,,,,「명」『운』 =스크럼.,"편수자료, 표준국어대사전",Y,2022-02-23 14:45:00,
55707,외래어 표기법,일반 용어,,,스카시,SCSI: Small Computers System Interface,,,,,,,스커시,,,,,「명」『컴』컴퓨터에서 주변 장치를 연결하는 데 사용하는 직렬 인터페이스.,표준국어대사전,Y,2022-02-23 14:45:00,
55708,외래어 표기법,일반 용어,,,스쿠버,scuba,,,,,,,스쿠바,,,,,「명」 휴대용 수중 호흡기. 또는 자급식 잠수 장치.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55709,외래어 표기법,일반 용어,,,스쿠버다이빙,scuba diving,,,,,,,스쿠바다이빙,,,,,『운』 수중 호흡기를 지니고 잠수하여 체력을 단련하는 수중 스포츠.,표준국어대사전,Y,2022-02-23 14:45:00,
55710,외래어 표기법,인명,,,"스퀴데리, 마들렌 드","Scudéry, Madeleine de",,,,,,,스쿠데리,,,,,「명」『인』 프랑스의 소설가.,표준국어대사전,Y,2022-02-23 14:45:00,
55711,외래어 표기법,일반 용어,,,스커프,scuff,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55712,외래어 표기법,일반 용어,,,스컬,scull,,,,,,,스칼,,,,,「명」『운』좌우의 노를 한 사람이 젓는 가벼운 보트 경주. 또는 그 보트.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55713,외래어 표기법,일반 용어,,,스컴,scum,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55714,외래어 표기법,일반 용어,,,스커퍼,scupper,,,,,,,스카퍼,스쿠퍼,,,,「명」『해』배 갑판 위의 양 현측에 있는 배수구.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55715,외래어 표기법,일반 용어,,,스커처,scutcher,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55716,외래어 표기법,일반 용어,,,스킬라,Scylla,,,,,,,실러,,,,,「명」『문』그리스 신화에 나오는 바다 괴물.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55717,외래어 표기법,일반 용어,,,스키피스토마,scyphistoma,,,,,,,시피스토마,,,,,「명」『동』해파리류의 플라눌라가 변태한 애벌레.,표준국어대사전,Y,2022-02-23 14:45:00,
55718,외래어 표기법,일반 용어,,,스키타이,Scythai,,,,,,,스키터이,스키테이,스끼타이,,,「명」『고2』 기원전 8세기부터 기원전 3세기까지 흑해 동북 지방의 초원 지대에서 활약한 최초의 기마 유목 민족.,표준국어대사전,Y,2022-02-23 14:45:00,
55719,외래어 표기법,일반 용어,,,에스디아이 계획,SDI 계획,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55720,외래어 표기법,일반 용어,,,라스아메리카스 국제공항,"SDQ, Las Américas 국제공항",,도미니카 공화국,,,,,,,,,,세계 주요 국제공항 - 도미니카공화국/산토도밍고,제18차 외래어 심의회,Y,2022-02-23 14:45:00,
55721,외래어 표기법,일반 용어,,,시 체스트,sea chest,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55722,외래어 표기법,일반 용어,,,시 콕,sea cock,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55723,외래어 표기법,일반 용어,,,시 아일랜드,sea island,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55724,외래어 표기법,일반 용어,,,시애틀·터코마 국제공항,"SEA, Seattle-Tacoma 국제공항",,미국,,,,,,,,,,"세계 주요 국제공항 - 미국/시애틀, 터코마",제18차 외래어 심의회에서 '타코마'로 결정했으나 영어 표기법 및 표준국어대사전 등재 표기를 기준으로 '터코마'로 수정,Y,2022-02-23 14:45:00,
55725,외래어 표기법,일반 용어,,,시비,seabee,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55726,외래어 표기법,인명,,,"시보그, 글렌 시어도어","Seaborg, Glenn Theodore",,,,,,,,,,,,미국의 화학자. 1951년 노벨 화학상 수상자.,제29차 외래어 심의회,Y,2022-02-23 14:45:00,
55727,외래어 표기법,일반 용어,,,시보귤,Seaborgium,,,,,,,,,,,,6족에 속하는 인공 방사성 원소. 원자 번호 106 원소 기호 Sg 1974년 구 소련과 미국에서 발견 보고. 미국 버클리의 실험 그룹이 1993년에 발견 최종 확인. 미국 물리학자이며 노벨 화학상 수상자인 글렌 시보그의 이름에서 연유.,제27차 외래어 심의회,Y,2022-02-23 14:45:00,
55728,외래어 표기법,일반 용어,,,실 링,seal ring,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55729,외래어 표기법,일반 용어,,,실 스킨,seal skin,,,,,,,,,,,,[운동] 스키,표준국어대사전,Y,2022-02-23 14:45:00,
55730,외래어 표기법,일반 용어,,,시래브,sealab,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55731,외래어 표기법,일반 용어,,,실드,sealed,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55732,외래어 표기법,일반 용어,,,실러,sealer,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55733,외래어 표기법,일반 용어,,,실링,sealing,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,2023-01-09 16:00:00
55734,외래어 표기법,일반 용어,,,실링 콤파운드,sealing compound,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55735,외래어 표기법,일반 용어,,,실링 와셔,sealing washer,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55736,외래어 표기법,일반 용어,,,실스,SEALS,,,,,,,,,,,,Sea - Air - and - Land - Soldiers 미국 해군 특수부대. 수중파괴나 정찰임무를 띰.,제18차 외래어 심의회,Y,2022-02-23 14:45:00,
55737,외래어 표기법,일반 용어,,,심 퍼커링,seam puckering,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55738,외래어 표기법,일반 용어,,,시머,seamer,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55739,외래어 표기법,일반 용어,,,시밍,seaming,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55740,외래어 표기법,일반 용어,,,시밍 척,seaming chuck,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55741,외래어 표기법,일반 용어,,,시밍 콤파운드,seaming compound,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55742,외래어 표기법,인명,,,"맬런, 셰이머스",Seamus Mallon,,영국,,,,,,,,,,북아일랜드 자치정부 각료 - 부총리/ 63세,제31차 외래어 심의회,Y,2022-02-23 14:45:00,
55743,외래어 표기법,일반 용어,,,숀,Sean,,,,,,,,,,,,허리케인 이름 2011년,제77차 외래어 심의회,Y,2022-02-23 14:45:00,
55744,외래어 표기법,인명,,,"패런, 숀",Sean Farren,,영국,,,,,,,,,,북아일랜드 자치정부 각료 - 사회교육․훈련․고용/ 60세,제31차 외래어 심의회,Y,2022-02-23 14:45:00,
55745,외래어 표기법,인명,,,"맥브라이드, 숀",Seán MacBride,,아일랜드,,,,,,,,,,"역대 노벨 평화상 수상자 - 1974, 정치가, 평화운동가,",제26차 외래어 심의회,Y,2022-02-23 14:45:00,
55746,외래어 표기법,일반 용어,,,서치,search,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55747,외래어 표기법,일반 용어,,,시즈닝,seasoning,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55748,외래어 표기법,일반 용어,,,시트 바,seat bar,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55749,외래어 표기법,일반 용어,,,시트커버,seat cover,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55750,외래어 표기법,일반 용어,,,시트 노크,seat knock,,,,,,,,,,,,[운동] 야구,표준국어대사전,Y,2022-02-23 14:45:00,
55751,외래어 표기법,일반 용어,,,시애틀 매리너스,Seattle Mariners,,미국,,,,,,,,,,미국 프로야구 아메리칸 리그 팀,제11차 외래어 심의회,Y,2022-02-23 14:45:00,
55752,외래어 표기법,일반 용어,,,시애틀 시호크스,Seattle Seahawks,,미국,,,,,,,,,,미국 미식축구 팀 - 아메리칸 풋볼 콘퍼런스 - 서부 지구,제14차 외래어 심의회,Y,2022-02-23 14:45:00,
55753,외래어 표기법,일반 용어,,,시애틀 슈퍼소닉스,Seattle Supersonics,,미국,,,,,,,,,,미국 프로농구 팀-웨스턴 콘퍼런스-태평양 지구,제12차 외래어 심의회,Y,2022-02-23 14:45:00,
55754,외래어 표기법,일반 용어,,,시애틀˙타코마 국제공항,Seattle-Tacoma,,,,,,,,,,,,"미국. 시애틀, 타코마",제18차 외래어 심의회,Y,2022-02-23 14:45:00,
55755,외래어 표기법,일반 용어,,,세바스산,sebacic산,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55756,외래어 표기법,인명,,,세바스티아누스,Sebastianus,,,,,,,세바스치아누스,,,,,"「명」『인』고대 로마의 근위병, 성인.",표준국어대사전,Y,2022-02-23 14:45:00,
55757,외래어 표기법,일반 용어,,,세바스티안,Sebastien,,,,,,,,,,,,허리케인 이름,제74차 외래어 심의회,Y,2022-02-23 14:45:00,
55758,외래어 표기법,일반 용어,,,세비,sébi,,,프랑스어,,,,쎄비,,,,,「명」『음』 고대 이집트의 갈대 피리.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55759,외래어 표기법,일반 용어,,,세브카,sebka,,,,,,,셉카,쎄브카,,,,「명」『지1』비가 온 후 물이 증발할 때까지 빠지지 않고 습지 또는 얕은 호수를 이루는 지역.,용례집,Y,2022-02-23 14:45:00,
55760,외래어 표기법,일반 용어,,,세캄 방식,SECAM 방식,,,프랑스어,,,,시캠 방식,,,,,『통』프랑스에서 개발된 컬러텔레비전의 전송 방식.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55761,외래어 표기법,일반 용어,,,시컨트,secant,,,,,,,세칸트,세컨트,,,,「명」『수1』직각 삼각형의 빗변과 한 예각을 낀 밑변과의 비를 그 각에 대하여 이르는 말.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55762,외래어 표기법,일반 용어,,,시컨트 곡선,secant 곡선,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55763,외래어 표기법,인명,,,"세키, 피에트로 안젤로","Secchi, Pietro Angelo",,,,,,,섹키,세치,,,,「명」『인』 이탈리아의 천문학자.,표준국어대사전,Y,2022-02-23 14:45:00,
55764,외래어 표기법,일반 용어,,,세코,secco,,,이탈리아어,,,,섹코,세꼬,,,,"「명」『음』 ①악보에서, 꾸밈 없이 연주하라는 말. ②악보에서, 짧게 연주하라는 말.",표준국어대사전,Y,2022-02-23 14:45:00,
55765,외래어 표기법,일반 용어,,,시세션,secession,,,,,,,씨쎄션,,,,,"「명」①『예』=분리파. 19세기 말에 오스트리아의 빈에서 일어나 오스트리아, 독일 각지로 퍼진 예술 혁신 운동. ②『예』=분리파. 19세기 말에 독일 및 오스트리아에서 일어난 전위적 성격의 예술 유파.",표준국어대사전,Y,2022-02-23 14:45:00,
55766,외래어 표기법,일반 용어,,,세컨드 윈드,second wind,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55767,외래어 표기법,일반 용어,,,시크릿 블록,secret block,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,2023-01-09 16:00:00
55768,외래어 표기법,일반 용어,,,세크레틴,secretin,,,,,,,쎄크레틴,시크리틴,씨크리틴,,,「명」『의』소장의 위쪽 부분인 십이지장의 벽에서 분비되는 소화 호르몬.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55769,외래어 표기법,일반 용어,,,섹셔널 드라이브,sectional drive,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55770,외래어 표기법,일반 용어,,,섹셔널라이저,sectionalizer,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55771,외래어 표기법,일반 용어,,,섹터 기어,sector gear,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55772,외래어 표기법,일반 용어,,,세단,sedan,,,,,,,쎄단,,,,,"「명」좀 납작한 상자 모양에 지붕이 있고 운전석과 뒷좌석 사이에 칸막이를 하지 않았으며, 4~5명이 타게 되어 있는 보통의 승용차.",표준국어대사전,Y,2022-02-23 14:45:00,
55773,외래어 표기법,일반 용어,,,세당의 싸움,Sedan의 싸움,,,,,,,세단의 싸움,쎄당의 싸움,쎄단의 싸움,,,"『역』1871년 9월에 나폴레옹 삼세가 세당에서 프로이센에 포로가 되어, 10만 병사와 함께 항복한 싸움.",표준국어대사전,Y,2022-02-23 14:45:00,
55774,외래어 표기법,인명,,,"제베크, 토마스 요한","Seebeck, Thomas Johann",,,,,,,제벡,제벸,,,,『인』 독일의 물리학자.,표준국어대사전,Y,2022-02-23 14:45:00,
55775,외래어 표기법,일반 용어,,,제베크 효과,Seebeck 효과,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55776,외래어 표기법,인명,,,"제크트, 한스 폰","Seeckt, Hans vom",,,,,,,,,,,,『인』 독일의 군인.,표준국어대사전,Y,2022-02-23 14:45:00,
55777,외래어 표기법,일반 용어,,,시잉 아이,Seeing Eye,,,,,,,,,,,,상표명,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55778,외래어 표기법,인명,,,"실드레이어스, 로돌프","Seeldrayers, Rodolphe",,벨기에,,,,,,,,,,국제축구연맹 회장. 벨기에인.,제92차 외래어 심의회,Y,2022-02-23 14:45:00,
55779,외래어 표기법,인명,,,"세페리아데스, 이오르고스 스틸리아누","Seferiadēs, Giōrgos Stylianou",,,,,,,,,,,,"튀르키예 이즈미르 출신의 그리스 시인·외교관. 1963년 노벨 문학상 수상자. 별칭 게오르기오스, 또는 조지 세페리스.",제27차 외래어 심의회,Y,2022-02-23 14:45:00,
