용례번호,규정코드,외래어구분,대분류구분,중분류구분,한글표기,원어표기,로마자표기,국명,언어명,이표기1,이표기2,이표기3,오표기1,오표기2,오표기3,오표기4,오표기5,의미,출전,노출여부,등록일시,수정일시 
40752,외래어 표기법,인명,,,"크레인, 하트","Crane, Hart",,미국,,,,,,,,,,미국의 시인.,표준국어대사전,Y,2022-02-23 14:45:00,
40753,외래어 표기법,인명,,,"크래너, 론","Craner, Lorne W.",,미국,,,,,,,,,,미국 국무부 차관보.,제50차 외래어 심의회,Y,2022-02-23 14:45:00,
40754,외래어 표기법,일반 용어,,,크랭크 암,crank arm,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40755,외래어 표기법,일반 용어,,,크랭크 기어,crank gear,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40756,외래어 표기법,일반 용어,,,크랭크 저널,crank journal,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40757,외래어 표기법,일반 용어,,,크랭크 너트,crank nut,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40758,외래어 표기법,일반 용어,,,크랭크 프레스,crank press,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40759,외래어 표기법,일반 용어,,,크랭크케이스,crankcase,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40760,외래어 표기법,일반 용어,,,크랭킹,cranking,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40761,외래어 표기법,일반 용어,,,크랭크핀,crankpin,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40762,외래어 표기법,일반 용어,,,크레이프,crape,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40763,외래어 표기법,일반 용어,,,크레이프 에나멜,crape enamel,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40764,외래어 표기법,지명,,,크라테우스,Crateús,,브라질,,,,,,,,,,브라질 세아라주 서부의 도시.,용례집,Y,2022-02-23 14:45:00,
40765,외래어 표기법,일반 용어,,,크레이톤,craton,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40766,외래어 표기법,지명,,,크라비뉴스,Cravinhos,,브라질,,,,,,,,,,브라질 상파울루주 서북 지역의 도시.,용례집,Y,2022-02-23 14:45:00,
40767,외래어 표기법,지명,,,크로퍼드,Crawford,,미국,,,,,,,,,,"미국의 도시. 같은 지명이 아칸소, 조지아, 일리노이, 인디애나, 아이오와, 캔자스, 미시간, 미주리, 오하이오, 펜실베이니아, 위스콘신 등 11개주에 있다.",제43차 외래어 심의회,Y,2022-02-23 14:45:00,
40768,외래어 표기법,인명,,,"크로퍼드, 케네스","Crawford, Kenneth",,미국,,,,,,,,,,미국 기상학자. 기상청 기상선진화추진단 단장. 미국 오클라호마대 기상학 박사. 동 대학 기상학 교수.,실무소위,Y,2022-02-23 14:45:00,
40769,외래어 표기법,일반 용어,,,크롤러,crawler,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40770,외래어 표기법,일반 용어,,,크롤러 드릴,crawler drill,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40771,외래어 표기법,일반 용어,,,크롤링,crawling,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40772,외래어 표기법,인명,,,"크락시, 베티노","Craxi, Bettino",,이탈리아,,,,,,,,,,이탈리아의 총리.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40773,외래어 표기법,인명,,,"크레이버스, 질","Craybas, Jill",,미국,,,,,,,,,,미국 테니스 선수.,실무소위,Y,2022-02-23 14:45:00,
40774,외래어 표기법,일반 용어,,,크레용,crayon,,,프랑스어,,,,크라욘,크레이용,,,,서양화의 데생에 쓰이는 콩테나 파스텔 같은 막대기 모양의 화구.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40775,외래어 표기법,일반 용어,,,크레프드신,crêpe de Chine,,,프랑스어,,,,크레프 드 친,,,,,『수3』 오글오글한 잔주름이 많은 얇고 부드러운 비단의 하나.,,Y,2022-02-23 14:45:00,
40776,외래어 표기법,일반 용어,,,크림드 베지터블,creamed vegetable,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40777,외래어 표기법,일반 용어,,,크리밍,creaming,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40778,외래어 표기법,일반 용어,,,크림빵,cream빵,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40779,외래어 표기법,인명,,,"크레안거, 이온","Creangă, Ion",,루마니아,,,,,,,,,,루마니아의 시인․작가.,동구권,Y,2022-02-23 14:45:00,
40780,외래어 표기법,일반 용어,,,크레아틴 인산,creatine 인산,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40781,외래어 표기법,인명,,,"크레비용, 클로드 프로스페르 졸리오 시외르 드","Crébillon, Claude Prosper Jolyot, Sieur de",,프랑스,,,,,,,,,,프랑스의 소설가.,표준국어대사전,Y,2022-02-23 14:45:00,
40782,외래어 표기법,인명,,,"크레비용, 프로스페르 졸리오 시외르 드","Crébillon, Prosper Jolyot, Sieur de",,프랑스,,,,,,,,,,프랑스의 비극 작가.,표준국어대사전,Y,2022-02-23 14:45:00,
40783,외래어 표기법,지명,,,크레시,Crécy,,프랑스,,,,,크레씨,크레쉬,,,,"『지2』 프랑스 북쪽, 영국 해협에 가까운 마을.","표준국어대사전, 보유2",Y,2022-02-23 14:45:00,
40784,외래어 표기법,일반 용어,,,쿨롱의 법칙,Coulomb의 법칙,,,,,,,,,,,,"대전된 두 전하 또는 두 자극 사이에 작용하는 전기력은 두 전하량 또는 두 자극의 세기의 곱에 비례하고, 둘 사이의 거리의 제곱에 반비례한다는 전기력에 관한 법칙. 1785년에 프랑스의 물리학자 쿨롱이 발견하였다.",표준국어대사전,Y,2022-02-23 14:45:00,
40785,외래어 표기법,일반 용어,,,크레데 점안,Credé 점안,,,,,,,크레떼 점안,,,,,『의』 분만 직후 갓난아이의 양쪽 눈에 1%의 질산은 용액을 점안하는 일.,표준국어대사전,Y,2022-02-23 14:45:00,
40786,외래어 표기법,인명,,,"디 크레디, 로렌초","Credi, Lorenzo di",,이탈리아,,,,,크리디,,,,,『인』 이탈리아의 화가.,표준국어대사전,Y,2022-02-23 14:45:00,
40787,외래어 표기법,일반 용어,,,크레디트 트랑슈,credit & tranche,,,"영어, 프랑스어",,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40788,외래어 표기법,일반 용어,,,크레디트 카드,credit card,,,,,,,크레딧 카드,크레딧카드,,,,‘신용카드’로 순화.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40789,외래어 표기법,일반 용어,,,크레디트 설정,credit 설정,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40790,외래어 표기법,일반 용어,,,그레도,credo,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40791,외래어 표기법,지명,,,크리크,Creek,,미국,,,,,,,,,,미국 고대 도시,보유1,Y,2022-02-23 14:45:00,
40792,외래어 표기법,일반 용어,,,크릴,creel,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40793,외래어 표기법,일반 용어,,,크리핑 벤트 그래스,creeping bent grass,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40794,외래어 표기법,일반 용어,,,크리핑 업,creeping up,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40795,외래어 표기법,지명,,,크레일,Creil,,네덜란드,,,,,,,,,,네덜란드의 지명.,용례집,Y,2022-02-23 14:45:00,
40796,외래어 표기법,인명,,,"크레메르, 브뤼노","Cremer, Bruno",,프랑스,,,,,,,,,,"프랑스 영화배우. 영화 ‘파리는 불타고 있는가’, ‘이방인’ 등에 출연. 1991년부터 14년 동안 주연한 텔레비전 추리극 ‘메그레형사’ 시리즈로 인기를 얻었음.",실무소위,Y,2022-02-23 14:45:00,
40797,외래어 표기법,지명,,,크레모나,Cremona,,이탈리아,,,,,,,,,,"이탈리아 북부, 포강 왼쪽 기슭에 있는 도시.","편수자료, 용례집, 표준국어대사전, 제44차 외래어 심의회",Y,2022-02-23 14:45:00,
40798,외래어 표기법,인명,,,"크레모나, 루이지","Cremona, Luigi",,이탈리아,,,,,,,,,,이탈리아의 수학자.,표준국어대사전,Y,2022-02-23 14:45:00,
40799,외래어 표기법,일반 용어,,,크레프 드 신,crêpe de Chine,,,프랑스어,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40800,외래어 표기법,인명,,,"크레포, 미셸","Crépeau, Michel",,프랑스,,,,,,,,,,프랑스의 정치가.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40801,외래어 표기법,일반 용어,,,크레피스,Crepis,,,기타 언어,,,,크리피스,,,,,그리스 신전에서 기단의 주위에 대좌처럼 두른 맨 밑의 계단.,표준국어대사전,Y,2022-02-23 14:45:00,
40802,외래어 표기법,지명,,,크레피,Crépy,,프랑스,,,,,,,,,,프랑스 엔주에 있는 도시.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40803,외래어 표기법,지명,,,츠레스,Cres,,크로아티아,,,,,,,,,,,,Y,2022-02-23 14:45:00,
40804,외래어 표기법,지명,,,츠레스섬,Cres섬,,크로아티아,,,,,,,,,,크로아티아 크바르네르 해협에 있는 섬.,,Y,2022-02-23 14:45:00,
40805,외래어 표기법,일반 용어,,,크레셴도,crescendo,,,이탈리아어,,,,크레센도,크리센도,크리셴도,,,"악보에서, 점점 세게 연주하라는 말.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40806,외래어 표기법,일반 용어,,,크레센트,crescent,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40807,외래어 표기법,인명,,,"크레상, 샤를","Cressent, Charles",,프랑스,,,,,크레센트,,,,,『인』 프랑스의 가구 제작자.,표준국어대사전,Y,2022-02-23 14:45:00,
40808,외래어 표기법,인명,,,"크레송, 에디트","Cresson, Edith",,프랑스,,,,,,,,,,프랑스의 정치가.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40809,외래어 표기법,일반 용어,,,크레타 문명,Creta 문명,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40810,외래어 표기법,일반 용어,,,크레타 문자,Creta 문자,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40811,외래어 표기법,지명,,,크레타섬,Creta섬,,그리스,,,,,크리타섬,,,,,"지중해 동부, 에게해 남쪽 끝에 있는 그리스령의 섬.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40812,외래어 표기법,일반 용어,,,그레데,Crete,,,,,,,,,,,,[기독] 그리스 남쪽에 있는 섬.,표준국어대사전,Y,2022-02-23 14:45:00,
40813,외래어 표기법,일반 용어,,,크레테유,Créteil ,,프랑스,,,,,,,,,,,제43차 외래어 심의회,Y,2022-02-23 14:45:00,
40814,외래어 표기법,지명,,,크뢰즈,Creuse,,프랑스,,,,,,,,,,프랑스의 주. 주도는 게레.,제43차 외래어 심의회,Y,2022-02-23 14:45:00,
40815,외래어 표기법,일반 용어,,,크로이츠펠트ㆍ야코프병,Creutzfeldt-Jakob[disease],,,,,,,,,,,,치매를 수반하는 신경계의 병,"제13차 외래어 심의회, 표준국어대사전",Y,2022-02-23 14:45:00,
40816,외래어 표기법,인명,,,"크레브쾨르, 미셸 기욤 장 드","Crèvecoeur, Michel Guillaume Jean de",,미국,,,,,크레베코에우르,,,,,『인』 프랑스 태생의 미국 수필가.,표준국어대사전,Y,2022-02-23 14:45:00,
40817,외래어 표기법,일반 용어,,,크레비스,crevice,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40818,외래어 표기법,일반 용어,,,크루,crew,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40819,외래어 표기법,일반 용어,,,크리빙,cribbing,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40820,외래어 표기법,지명,,,크리시우마,Criciúma,,브라질,,,,,,,,,,브라질 산타카타리나주의 도시.,용례집,Y,2022-02-23 14:45:00,
40821,외래어 표기법,일반 용어,,,크릭,crick,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40822,외래어 표기법,인명,,,"크릭, 프랜시스 해리 컴프턴","Crick, Francis Harry Compton",,영국,,,,,,,,,,영국의 분자생물학자. 1962년 노벨 의학·생리학상 수상자.,제28차 외래어 심의회,Y,2022-02-23 14:45:00,
40823,외래어 표기법,인명,,,크레비용,Crébillon,,프랑스,,,,,크레빌론,크레비론,,,,『인』 프랑스의 비극 작가.,,Y,2022-02-23 14:45:00,
40824,외래어 표기법,지명,,,크리미아반도,Crimea반도,,,,,,,,,,,,#NAME?,"표준국어대사전, 보유2",Y,2022-02-23 14:45:00,
40825,외래어 표기법,일반 용어,,,크리미아 전쟁,Crimea 전쟁,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40826,외래어 표기법,일반 용어,,,크림프,crimp,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40827,외래어 표기법,일반 용어,,,크림핑,crimping,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40828,외래어 표기법,일반 용어,,,크림슨 클로버,crimson clover,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40829,외래어 표기법,일반 용어,,,크리놀린 스타일,crinoline style,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40830,외래어 표기법,일반 용어,,,크리오요,criollo,,,에스파냐어,,,,크리올로,,,,,"① 북아메리카의 프랑스 식민지 태생의 백인. ② 미국 미시시피 앨라배마 플로리다에 거주하는 흑인과 프랑스인, 흑인과 에스파냐인의 혼혈아.","용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40831,외래어 표기법,일반 용어,,,크리스크로스,crisscross,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40832,외래어 표기법,일반 용어,,,크리스타,crista,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40833,외래어 표기법,지명,,,크리스탈리나,Cristalina,,브라질,,,,,,,,,,브라질 고이아스주 동부의 도시.,용례집,Y,2022-02-23 14:45:00,
40834,외래어 표기법,일반 용어,,,크리스토벌,Cristobal,,,,,,,,,,,,허리케인 이름,제75차 외래어 심의회,Y,2022-02-23 14:45:00,
40835,외래어 표기법,지명,,,츠르노멜,Črnomelj,,슬로베니아,,,,,,,,,,슬로베니아의 지명.,,Y,2022-02-23 14:45:00,
40836,외래어 표기법,지명,,,크로아티아,Croatia,,,,,,,,,,,,"유럽 동남부, 발칸반도 서북부에 있는 공화국. 수도는 자그레브.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40837,외래어 표기법,일반 용어,,,크로셰,crochet,,,프랑스어,,,,크로셋,,,,,뜨개질에 쓰는 구부러진 바늘. ‘코바늘뜨기’로 순화.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40838,외래어 표기법,일반 용어,,,크루아상,croissant,,,프랑스어,,,,크로아샹,크라샹,크루아샹,,,초승달 모양으로 만든 작은 빵.,표준국어대사전,Y,2022-02-23 14:45:00,
40839,외래어 표기법,일반 용어,,,크루아드푀,Croix de Feu,,,프랑스어,,,,크로익스 드 페우,,,,,『정』 프랑스의 우익 정치 단체.,표준국어대사전,Y,2022-02-23 14:45:00,
40840,외래어 표기법,일반 용어,,,크롬웰 해류,Cromwell 해류,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40841,외래어 표기법,인명,,,"크롬웰, 리처드","Cromwell, Richard",,영국,,,,,,,,,,영국의 정치가.,표준국어대사전,Y,2022-02-23 14:45:00,
40842,외래어 표기법,인명,,,"크롬웰, 토머스","Cromwell, Thomas",,영국,,,,,,,,,,영국의 정치가.,표준국어대사전,Y,2022-02-23 14:45:00,
40843,외래어 표기법,일반 용어,,,크로낙,cronak,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40844,외래어 표기법,인명,,,"크로닌, 제임스 왓슨","Cronin, James Watson",,미국,,,,,,,,,,미국의 물리학자. 1980년 노벨 물리학상 수상자.,제32차 외래어 심의회,Y,2022-02-23 14:45:00,
40845,외래어 표기법,지명,,,크루커드섬,Crooked섬,,바하마,,,,,,,,,,바하마 제도의 주요 섬의 하나.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40846,외래어 표기법,지명,,,크레시 싸움,Crécy 전투,,프랑스,,,,,,,,,,백 년 전쟁 초기인 1346년 영국군이 프랑스 크레시에서 프랑스군을 격파한 싸움. 영국이 북프랑스에서의 우위를 확보하였다.,표준국어대사전,Y,2022-02-23 14:45:00,
40847,외래어 표기법,인명,,,"크룩스, 샤메인","Crooks, Charmaine",,캐나다,,,,,,,,,,캐나다인. IOC 윤리위원회 선수위원회 대표.,제27차 외래어 심의회,Y,2022-02-23 14:45:00,
40848,외래어 표기법,일반 용어,,,크루통,croûton,,,프랑스어,,,,크로톤,,,,,빵을 주사위 모양으로 썰어 기름에 튀기거나 오븐으로 구운 것.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40849,외래어 표기법,일반 용어,,,크롭 시어,crop shear,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40850,외래어 표기법,일반 용어,,,크로케,croquet,,,프랑스어,,,,크로켓,크로케트,,,,지면에 철주문 아홉 개를 세우고 나무로 만든 공을 나무망치로 때려 두 철주 사이로 통과시켜 다시 되돌아와 속도를 겨루는 경기.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40851,외래어 표기법,일반 용어,,,크로켓,croquette,,,프랑스어,,,,크로케,크로케트,,,,서양 요리의 하나.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40852,외래어 표기법,인명,,,"크로즈비, 존","Crosbie, John",,캐나다,,,,,,,,,,캐나다의 정치가.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40853,외래어 표기법,일반 용어,,,크로스 비트,cross bit,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40854,외래어 표기법,일반 용어,,,크로스 본드,cross bond,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40855,외래어 표기법,지명,,,크로스리버,Cross River,,나이지리아,,,,,,,,,,나이지리아의 주.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40856,외래어 표기법,일반 용어,,,크로스 샤프트,cross shaft,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40857,외래어 표기법,일반 용어,,,크로스암,crossarm,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40858,외래어 표기법,일반 용어,,,크로스바 스위치,crossbar switch,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40859,외래어 표기법,일반 용어,,,크로스컨트리 레이스,cross-country race,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40860,외래어 표기법,일반 용어,,,크로스컷,crosscut,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40861,외래어 표기법,일반 용어,,,크로스트 니콜,crossed nicol,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40862,외래어 표기법,일반 용어,,,크로스해치,crosshatch,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40863,외래어 표기법,일반 용어,,,크로스오버,crossover,,,,,,,,,,,,,용례집,Y,2022-02-23 14:45:00,
40864,외래어 표기법,일반 용어,,,크로스오버 브러싱,crossover brushing,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40865,외래어 표기법,일반 용어,,,크로스레일,crossrail,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40866,외래어 표기법,일반 용어,,,크로스리브,crossrib,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40867,외래어 표기법,일반 용어,,,크로스타이,crosstie,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40868,외래어 표기법,일반 용어,,,크로톤산,crotonic산,,,,,,,,,,,,,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40869,외래어 표기법,일반 용어,,,크라우칭,crouching,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40870,외래어 표기법,인명,,,"크로, 캐머런","Crowe, Cameron",,미국,,,,,,,,,,미국의 시나리오 작가.,제39차 외래어 심의회,Y,2022-02-23 14:45:00,
40871,외래어 표기법,인명,,,"크로, 러셀","Crowe, Russell",,미국,,,,,,,,,,미국의 영화배우.,제39차 외래어 심의회,Y,2022-02-23 14:45:00,
40872,외래어 표기법,일반 용어,,,크라운 블록,crown block,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40873,외래어 표기법,일반 용어,,,크라운 노트,crown knot,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40874,외래어 표기법,일반 용어,,,크라운 풀리,crown pulley,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40875,외래어 표기법,일반 용어,,,크라운 세트,crown set,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40876,외래어 표기법,일반 용어,,,크라우닝,crowning,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40877,외래어 표기법,지명,,,크로제 제도,Crozet Islands,,,,,,,,,,,,인도양,보유2,Y,2022-02-23 14:45:00,
40878,외래어 표기법,지명,,,크루즈,cruise,,,,,,,,,,,,,제8차 외래어 심의회,Y,2022-02-23 14:45:00,
40879,외래어 표기법,일반 용어,,,크럼블,crumble,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40880,외래어 표기법,일반 용어,,,크러시,crush,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40881,외래어 표기법,일반 용어,,,크러시 롤러,crush roller,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40882,외래어 표기법,일반 용어,,,크러셔,crusher,,,,,,,크루셔,,,,,‘쇄석기’로 순화.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40883,외래어 표기법,일반 용어,,,크러싱,crushing,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40884,외래어 표기법,일반 용어,,,크러싱 다이아몬드,crushing diamond,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40885,외래어 표기법,일반 용어,,,크러싱 헤드,crushing head,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40886,외래어 표기법,일반 용어,,,크러싱 롤,crushing roll,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40887,외래어 표기법,일반 용어,,,크러치 소켓,crutch socket,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40888,외래어 표기법,일반 용어,,,크러칭,crutching,,,,,,,,,,,,,용례집,Y,2022-02-23 14:45:00,
40889,외래어 표기법,인명,,,"크뤼첸, 파울","Crützen, Paul",,독일,,,,,,,,,,독일 막스플랑크화학연구소 교수,제10차 외래어 심의회,Y,2022-02-23 14:45:00,
40890,외래어 표기법,인명,,,"크루스 , 페넬로페","Cruz , Penélope",,에스파냐,,,,,,,,,,에스파냐 여배우. 아카데미상 여우조연상 수상자.,실무소위,Y,2022-02-23 14:45:00,
40891,외래어 표기법,지명,,,크루스아우타,Cruz Alta,,브라질,,,,,,,,,,브라질 히우그란지두술주 서북부에 위치한 도시.,용례집,Y,2022-02-23 14:45:00,
40892,외래어 표기법,인명,,,"크루스, 라몬 데 라","Cruz, Ramón de la",,에스파냐,,,,,,,,,,에스파냐의 극작가.,표준국어대사전,Y,2022-02-23 14:45:00,
40893,외래어 표기법,인명,,,"크루즈아라네타, 제마","Cruz-Araneta, Gemma",,필리핀,,,,,,,,,,필리핀의 정치가.,제23차 외래어 심의회,Y,2022-02-23 14:45:00,
40894,외래어 표기법,지명,,,크루제이루,Cruzeiro,,브라질,,,,,,,,,,브라질 상파울루주 동부에 있는 도시.,용례집,Y,2022-02-23 14:45:00,
40895,외래어 표기법,지명,,,크루제이루두술,Cruzeiro do Sul,,브라질,,,,,,,,,,브라질 아크리주에서 두 번째로 큰 도시.,용례집,Y,2022-02-23 14:45:00,
40896,외래어 표기법,일반 용어,,,차르다시,csárdás,,,헝가리어,,,,싸르다시,차르다스,,,,『예』 헝가리의 무용곡.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40897,외래어 표기법,일반 용어,,,시로세트,Csiro-set,,,,,,,,,,,,상표명,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40898,외래어 표기법,인명,,,"초오리, 샨도르","Csoóri, Sándor",,헝가리,,,,,,,,,,헝가리의 시인.,동구권,Y,2022-02-23 14:45:00,
40899,외래어 표기법,인명,,,"추르커, 이슈트반","Csurka, István",,헝가리,,,,,,,,,,헝가리의 정치가.,동구권,Y,2022-02-23 14:45:00,
40900,외래어 표기법,일반 용어,,,시티 촬영,CT 촬영,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40901,외래어 표기법,지명,,,크테시폰,Ctesiphon,,,,,,,,,,,,이라크 바그다드의 동남쪽 티그리스강 왼쪽 기슭에 있던 페르시아 제국의 수도.,"표준국어대사전, 보유1",Y,2022-02-23 14:45:00,
40902,외래어 표기법,일반 용어,,,지토세공항,CTS,,일본,,,,,,,,,,세계 주요 국제공항 - 일본/삿포로·지토세,제18차 외래어 심의회,Y,2022-02-23 14:45:00,
40903,외래어 표기법,지명,,,쿠암바,Cuamba,,포르투갈,,,,,,,,,,모잠비크 니아사주의 도시.,용례집,Y,2022-02-23 14:45:00,
40904,외래어 표기법,지명,,,쿠안두강,Cuando강,,포르투갈,,,,,,,,,,앙골라 고산지에서 시작하여 나미비아 서쪽으로 흐르는 강.,용례집,Y,2022-02-23 14:45:00,
40905,외래어 표기법,지명,,,쿠안두쿠방구,Cuando-Cubango,,포르투갈,,,,,,,,,,앙골라 동남부의 주. 주도는 메농그 .,용례집,Y,2022-02-23 14:45:00,
40906,외래어 표기법,지명,,,쿠앙가르,Cuangar,,포르투갈,,,,,,,,,,앙골라 쿠안두쿠방구주의 도시.,용례집,Y,2022-02-23 14:45:00,
40907,외래어 표기법,지명,,,쿠앙구강,Cuango강,,포르투갈,,,,,,,,,,앙골라에서 시작하여 남쪽으로는 앙골라와 나미비아 사이의 국경 부분을 지나 보츠와나로 흘러 들어가는 강.,용례집,Y,2022-02-23 14:45:00,
40908,외래어 표기법,지명,,,쿠안자노르트,Cuanza Norte,,포르투갈,,,,,,,,,,앙골라 서북부의 주. 주도는 은달라탄두 .,용례집,Y,2022-02-23 14:45:00,
40909,외래어 표기법,지명,,,쿠안자술,Cuanza Sul,,포르투갈,,,,,,,,,,앙골라 서부의 주. 주도는 숨브.,용례집,Y,2022-02-23 14:45:00,
40910,외래어 표기법,지명,,,쿠안자강,Cuanza강,,포르투갈,,,,,,,,,,앙골라 중부에서 시작하여 대서양 서쪽으로 흘러 들어가는 강.,용례집,Y,2022-02-23 14:45:00,
40911,외래어 표기법,지명,,,쿠바,Cuba,,,,,,,,,,,,중앙아메리카 서인도 제도 가운데 가장 큰섬인 쿠바섬과 그 주변의섬으로 이루어진 사회주의 공화국.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
