항별연혁번호,고시번호,규정번호,결정근거번호,규정코드,제목,등록일시
153,2,456,6,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2018-11-07 14:20:00
153,2,456,7,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2018-11-07 14:20:00
153,2,456,8,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2018-11-07 14:20:00
154,2,459,1,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2018-12-17 15:10:00
154,2,459,2,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2018-12-17 15:10:00
154,2,459,3,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2018-12-17 15:10:00
154,2,459,4,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2018-12-17 15:10:00
154,2,459,5,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2018-12-17 15:10:00
154,2,459,6,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2018-12-17 15:10:00
154,2,459,7,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2018-12-17 15:10:00
154,2,459,8,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2018-12-17 15:10:00
155,2,463,1,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2018-12-17 17:58:00
155,2,463,2,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2018-12-17 17:58:00
155,2,463,3,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2018-12-17 17:58:00
155,2,463,4,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2018-12-17 17:58:00
155,2,463,5,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2018-12-17 17:58:00
155,2,463,6,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2018-12-17 17:58:00
155,2,463,7,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2018-12-17 17:58:00
155,2,463,8,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2018-12-17 17:58:00
156,2,465,1,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2019-01-22 14:28:00
156,2,465,2,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2019-01-22 14:28:00
156,2,465,3,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2019-01-22 14:28:00
156,2,465,4,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2019-01-22 14:28:00
156,2,465,5,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2019-01-22 14:28:00
156,2,465,6,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2019-01-22 14:28:00
156,2,465,7,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2019-01-22 14:28:00
156,2,465,8,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2019-01-22 14:28:00
157,2,469,1,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2018-11-07 17:27:00
157,2,469,2,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2018-11-07 17:27:00
157,2,469,3,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2018-11-07 17:27:00
157,2,469,4,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2018-11-07 17:27:00
157,2,469,5,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2018-11-07 17:27:00
157,2,469,6,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2018-11-07 17:27:00
157,2,469,7,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2018-11-07 17:27:00
157,2,469,8,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2018-11-07 17:27:00
158,2,474,1,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2018-11-13 15:10:00
158,2,474,2,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2018-11-13 15:10:00
158,2,474,3,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2018-11-13 15:10:00
158,2,474,4,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2018-11-13 15:10:00
158,2,474,5,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2018-11-13 15:10:00
158,2,474,6,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2018-11-13 15:10:00
158,2,474,7,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2018-11-13 15:10:00
158,2,474,8,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2018-11-13 15:10:00
159,2,478,1,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2019-01-18 15:19:00
159,2,478,2,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2019-01-18 15:19:00
159,2,478,3,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2019-01-18 15:19:00
159,2,478,4,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2019-01-18 15:19:00
159,2,478,5,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2019-01-18 15:19:00
159,2,478,6,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2019-01-18 15:19:00
159,2,478,7,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2019-01-18 15:19:00
159,2,478,8,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2019-01-18 15:19:00
160,2,483,1,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2019-01-18 15:20:00
160,2,483,2,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2019-01-18 15:20:00
160,2,483,3,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2019-01-18 15:20:00
160,2,483,4,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2019-01-18 15:20:00
160,2,483,5,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2019-01-18 15:20:00
160,2,483,6,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2019-01-18 15:20:00
160,2,483,7,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2019-01-18 15:20:00
160,2,483,8,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2019-01-18 15:20:00
161,2,486,1,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2018-10-29 16:48:00
161,2,486,2,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2018-10-29 16:48:00
161,2,486,3,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2018-10-29 16:48:00
161,2,486,4,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2018-10-29 16:48:00
161,2,486,5,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2018-10-29 16:48:00
161,2,486,6,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2018-10-29 16:48:00
161,2,486,7,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2018-10-29 16:48:00
161,2,486,8,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2018-10-29 16:48:00
162,2,489,1,국어의 로마자 표기법,국어심의회(1995. 12. 20.),2018-11-08 09:33:00
162,2,489,2,국어의 로마자 표기법,국어심의회(1996. 3. 6.),2018-11-08 09:33:00
162,2,489,3,국어의 로마자 표기법,국어심의회(1997. 6. 4.),2018-11-08 09:33:00
162,2,489,4,국어의 로마자 표기법,국어심의회(1997. 6. 18.),2018-11-08 09:33:00
162,2,489,5,국어의 로마자 표기법,국어심의회(1997. 6. 26.),2018-11-08 09:33:00
162,2,489,6,국어의 로마자 표기법,국어심의회(1997. 7. 24.),2018-11-08 09:33:00
162,2,489,7,국어의 로마자 표기법,국어심의회(1999. 4. 6.),2018-11-08 09:33:00
162,2,489,8,국어의 로마자 표기법,국어심의회(2000. 6. 26.),2018-11-08 09:33:00
163,1,463,1,국어의 로마자 표기법,어문규범검토위원회(2014. 4. 8.),2018-11-08 10:50:00
163,1,463,2,국어의 로마자 표기법,국어규범정비위원회(2014. 6. 24),2018-11-08 10:50:00
163,1,463,3,국어의 로마자 표기법,국어심의회(2014. 8. 29.),2018-11-08 10:50:00
164,1,643,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 11:09:00
165,1,669,1,외래어 표기법,국어심의회(2016. 11. 30.),2018-10-29 09:35:00
166,1,637,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 11:09:00
167,1,639,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 11:08:00
168,1,641,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:50:00
169,1,642,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:49:00
170,1,644,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:48:00
171,1,645,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:48:00
172,1,657,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:47:00
173,1,703,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:47:00
174,1,584,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:46:00
175,1,587,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:45:00
176,1,605,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:45:00
177,1,607,1,외래어 표기법,국어심의회(2016. 11. 30.),2019-01-21 10:44:00
178,2,437,1,외래어 표기법,국어심의회(2012. 11. 30.),2019-01-21 10:43:00
179,2,511,1,외래어 표기법,국어심의회(2014. 8. 29.),2019-01-21 10:42:00
180,5,748,1,한글 맞춤법,국어규범정비위원회(2014. 12. 2.),2019-01-18 15:40:00
180,5,748,2,한글 맞춤법,국어규범정비위원회(2014. 7. 11.),2019-01-18 15:40:00
180,5,748,3,한글 맞춤법,국어심의회(2014. 8. 29.),2019-01-18 15:40:00
180,5,748,4,한글 맞춤법,국어심의회(2014. 2. 5.),2019-01-18 15:40:00
180,5,748,5,한글 맞춤법,국어심의회(2013. 4. 12.),2019-01-18 15:40:00
180,5,748,6,한글 맞춤법,국어심의회(2012. 11. 30.),2019-01-18 15:40:00
181,5,758,1,한글 맞춤법,국어규범정비위원회(2014. 12. 2.),2019-01-18 17:24:00
181,5,758,2,한글 맞춤법,국어규범정비위원회(2014. 7. 11.),2019-01-18 17:24:00
181,5,758,3,한글 맞춤법,국어심의회(2014. 8. 29.),2019-01-18 17:24:00
181,5,758,4,한글 맞춤법,국어심의회(2014. 2. 5.),2019-01-18 17:24:00
181,5,758,5,한글 맞춤법,국어심의회(2013. 4. 12.),2019-01-18 17:24:00
181,5,758,6,한글 맞춤법,국어심의회(2012. 11. 30.),2019-01-18 17:24:00
182,5,763,1,한글 맞춤법,국어심의회(2012. 11. 30.),2019-01-18 17:29:00
182,5,763,2,한글 맞춤법,국어심의회(2013. 4. 12.),2019-01-18 17:29:00
182,5,763,3,한글 맞춤법,국어심의회(2014. 2. 5.),2019-01-18 17:29:00
182,5,763,4,한글 맞춤법,국어심의회(2014. 8. 29.),2019-01-18 17:29:00
182,5,763,5,한글 맞춤법,국어규범정비위원회(2014. 7. 11.),2019-01-18 17:29:00
182,5,763,6,한글 맞춤법,국어규범정비위원회(2014. 12. 2.),2019-01-18 17:29:00
183,5,791,1,한글 맞춤법,국어규범정비위원회(2014. 12. 2.),2019-01-18 17:32:00
183,5,791,2,한글 맞춤법,국어규범정비위원회(2014. 7. 11.),2019-01-18 17:32:00
183,5,791,3,한글 맞춤법,국어심의회(2014. 8. 29.),2019-01-18 17:32:00
183,5,791,4,한글 맞춤법,국어심의회(2014. 2. 5.),2019-01-18 17:32:00
183,5,791,5,한글 맞춤법,국어심의회(2013. 4. 12.),2019-01-18 17:32:00
183,5,791,6,한글 맞춤법,국어심의회(2012. 11. 30.),2019-01-18 17:32:00
184,7,586,1,외래어 표기법,국어심의회(1992. 4.),2018-11-21 18:10:00
185,2,429,1,외래어 표기법,111,2018-11-30 10:55:00
186,3,350,1,표준어 규정,테스트등록,2018-12-04 15:17:00
186,3,350,2,표준어 규정,ㅇㅇㅇㅇㅇ,2018-12-04 15:17:00
187,4,221,1,한글 맞춤법,테스트,2019-01-10 11:50:00
188,5,433,1,외래어 표기법,국어 심의회,2019-01-21 14:13:00
